cmm.form-editor.property.form-control.invisible; Invisible; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.invisible;;;
cmm.form-editor.property.form-control.number; Number; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.number;;;
cmm.form-editor.property.form-control.password; Password field; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.password;;;
cmm.form-editor.property.form-control.richtext; Rich text; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.richtext;;;
cmm.form-editor.property.form-control.textarea; Text area; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.textarea;;;
cmm.form-editor.property.form-control.textfield; Text field; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.form-control.textfield;;;
cmm.form-editor.property.hidden; Hidden; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.hidden;;;
cmm.form-editor.property.hidden.desc; ; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.hidden.desc;;;
cmm.form-editor.property.maxlength; Maximum length; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.maxlength;;;
cmm.form-editor.property.maxlength.desc; Maximum input length?; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.maxlength.desc;;;
cmm.form-editor.property.panel-cols; Columns; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.panel-cols;;;
cmm.form-editor.property.panel-cols.desc; ; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.panel-cols.desc;;;
cmm.form-editor.property.panel-label; Label; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.panel-label;;;
cmm.form-editor.property.panel-label.desc; Add a label for the panel (optional); ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.panel-label.desc;;;
cmm.form-editor.property.read-only; Read only; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.read-only;;;
cmm.form-editor.property.read-only.desc; ; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.read-only.desc;;;
cmm.form-editor.property.showtime; Show time; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.showtime;;;
cmm.form-editor.property.showtime.desc; Should time options be shown?; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.showtime.desc;;;
cmm.form-editor.property.style; Style; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.style;;;
cmm.form-editor.property.style.desc; ; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.style.desc;;;
cmm.form-editor.property.styleclass; Style class; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.styleclass;;;
cmm.form-editor.property.styleclass.desc; Add your own css class; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.styleclass.desc;;;
cmm.form-editor.property.submittime; Submit time; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.submittime;;;
cmm.form-editor.property.submittime.desc; Should time option changes be submitted?; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.form-editor.property.submittime.desc;;;
cmm.header.actions; Actions; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.actions;;;
cmm.header.defaultvalue; Default Value; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.defaultvalue;;;
cmm.header.display-label; Display Label; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.display-label;;;
cmm.header.form-layout; Layout Area; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.form-layout;;;
cmm.header.layout; Layout; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.layout;;;
cmm.header.mandatory; Requirement; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.mandatory;;;
cmm.header.multivalue; Multivalued; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.multivalue;;;
cmm.header.name; Name; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.name;;;
cmm.header.namespace; Namespace; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.namespace;;;
cmm.header.parent; Parent; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.parent;;;
cmm.header.status; Status; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.status;;;
cmm.header.type; Data Type; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.header.type;;;
cmm.heading.create-model-menu; Create Model; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.create-model-menu;;;
cmm.heading.create-property-menu; Create Property; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.create-property-menu;;;
cmm.heading.existing-models; Models; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.existing-models;;;
cmm.heading.models; Models; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.models;;;
cmm.heading.properties; Properties; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.properties;;;
cmm.heading.propertygroups; Aspects; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.propertygroups;;;
cmm.heading.types; Custom Types; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.heading.types;;;
cmm.import-button.model; Import Model; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.import-button.model;;;
cmm.intro.1; Models are used to manage custom types and aspects.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.intro.1;;;
cmm.intro.2; You can create a new model, or select an existing model name, and create and view associated custom ; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.intro.2;;;
cmm.intro.editor1; Use the Layout Designer to define how properties you create are displayed in Alfresco.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.intro.editor1;;;
cmm.label.status.active; Active Parent Model; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.label.status.active;;;
cmm.label.status.draft; Inactive Parent Model; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.label.status.draft;;;
cmm.label.status.grid.active; Active; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.label.status.grid.active;;;
cmm.label.status.grid.draft; Inactive; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.label.status.grid.draft;;;
cmm.message.download-status-error; There was a problem downloading the Model Export file. Try downloading the file again.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.download-status-error;;;
cmm.message.error-conflict; There was a problem importing the file. Try removing the existing model before importing another.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-conflict;;;
cmm.message.error-import; There was a problem importing the file. Only Model Export files are supported. Check the file type a; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-import;;;
cmm.message.error-loading-models; There was a problem getting models from the system. Try refreshing your browser.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-loading-models;;;
cmm.message.error-loading-properties; There was a problem getting properties from the system. Try refreshing your browser.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-loading-properties;;;
cmm.message.error-loading-property-groups; There was a problem getting aspects from the system. Try refreshing your browser.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-loading-property-groups;;;
cmm.message.error-loading-types; There was a problem getting types from the system. Try refreshing your browser.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.error-loading-types;;;
cmm.message.no-models; No models available; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-models;;;
cmm.message.no-models-found; No models found. Click Create Model to get started.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-models-found;;;
cmm.message.no-properties; No properties available; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-properties;;;
cmm.message.no-properties-found; No properties found. Click Create Property to get started.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-properties-found;;;
cmm.message.no-property-groups-found; No aspects found. Click Create Aspect to get started.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-property-groups-found;;;
cmm.message.no-propertygroups; No aspects available; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-propertygroups;;;
cmm.message.no-types; No types available; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-types;;;
cmm.message.no-types-found; No types found. Click Create Custom Type to get started.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.no-types-found;;;
cmm.message.none; None; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.none;;;
cmm.message.unknown-error; An unknown problem has occurred. Try refreshing your browser.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.message.unknown-error;;;
cmm.model.author; Creator; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.model.author;;;
cmm.model.author.info; Enter an optional creator of the model.; ; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/custom-model-manager.get.properties}cmm.model.author.info;;;
